row ID,row m/z,row retention time,34_MB_BPos0.mzXML Peak area,26_MB_BPos0.mzXML Peak area,50_QC.mzXML Peak area,39_GC_Pos.mzXML Peak area,35_QC.mzXML Peak area,38_GC_0.mzXML Peak area,40_GC_2.mzXML Peak area,56_QC.mzXML Peak area,29_QC.mzXML Peak area,81_MB_BPos0.mzXML Peak area,23_QC.mzXML Peak area,65_GC_0.mzXML Peak area,62_QC.mzXML Peak area,64_GC_Neg.mzXML Peak area,25_MB_CPos2.mzXML Peak area,37_GC_Neg.mzXML Peak area,83_QC.mzXML Peak area,60_MB_CPos2.mzXML Peak area,77_QC.mzXML Peak area,104_GC_2.mzXML Peak area,102_GC_0.mzXML Peak area,101_GC_Neg.mzXML Peak area,69_GC_1.mzXML Peak area,90_QC.mzXML Peak area,96_QC.mzXML Peak area,67_GC_2.mzXML Peak area,110_QC.mzXML Peak area,100_MB_CPos2.mzXML Peak area,12_GC_Pos.mzXML Peak area,8_QC.mzXML Peak area,7_QC.mzXML Peak area,103_GC_Pos.mzXML Peak area,13_GC_2.mzXML Peak area,11_GC_0.mzXML Peak area,10_GC_Neg.mzXML Peak area,
163,126.10076849484255,28.081768,5.7000027,5.1851187,31.710045,23.152573,31.002705,26.01268,33.122665,31.172756,33.362625,10.972461,35.337574,25.057615,32.43507,57.007416,0,33.4527,29.039951,54.305885,51.792572,18.96002,17.055065,19.234951,63.825344,26.514933,32.922527,33.775078,41.22001,61.3928,24.762394,29.695356,27.55033,38.305073,31.332815,25.81774,31.480406,
162,70.0193218540062,28.083637,22.302668,19.817654,93.37509,36.202652,43.550137,36.92012,79.81916,46.53268,90.86472,23.835178,44.965233,75.197586,91.69423,43.540253,0,81.21756,43.435287,89.95026,46.280266,33.567738,35.167656,32.550255,41.922874,0,46.95775,49.37523,57.780388,141.41008,38.872635,40.955105,41.397667,59.09523,50.052643,39.64266,87.92473,
161,70.01989390886283,28.085503,21.597517,19.044989,0,36.09513,44.01023,37.38772,50.14265,83.457085,46.055077,23.105022,77.54682,36.617584,49.19259,42.58505,0,45.46775,84.96001,93.11343,45.512604,0,34.867584,31.385004,39.65238,0,45.807503,90.02259,0,78.14514,38.62759,87.09961,77.30297,58.08252,51.01285,39.957726,44.87793,
164,73.03661861968261,28.420425,23.455082,25.662582,38.925064,32.872604,64.73499,77.2196,34.022633,79.92279,68.17246,32.862568,34.12257,99.41495,129.09659,168.94072,35.36271,70.447876,33.972637,102.21539,69.892,71.56759,72.822586,34.395027,75.6426,34.64753,41.555107,40.375114,80.08951,46.45507,31.945053,30.397604,26.927626,116.01192,34.37762,70.52935,88.856804,
165,206.98867898703494,29.202719,46.547302,45.379967,53.40474,55.294815,46.054947,59.692383,55.37979,45.195053,49.26481,52.58215,56.762074,129.98233,56.82732,85.89717,53.354843,74.02228,104.35455,66.38467,53.872375,57.20961,55.032097,54.274597,57.95214,53.041977,59.574677,60.25218,117.43747,58.057014,72.95451,53.620033,50.20752,62.769592,76.129555,74.5447,79.387245,
166,206.9880664141616,29.203827,43.502777,46.25771,49.03785,54.60524,47.18516,128.91498,100.63524,49.71265,46.920227,46.03286,47.7629,62.225277,112.08238,173.96796,51.635242,76.447754,46.21782,63.615265,52.990257,52.43774,49.31778,47.010403,51.532875,0,55.04779,56.165344,50.095364,48.630432,65.55788,101.91741,52.255222,57.945335,68.84292,68.33543,155.5572,
167,120.0944458765657,29.69743,5.937524,5.7925386,5.479974,7.7400427,12.095072,10.712539,3.1800728,10.512591,2.62506,6.2425375,13.820066,8.605052,9.370048,11.317527,80.16256,12.700056,8.125137,31.372715,8.777544,8.045056,7.9050636,8.767567,8.307517,7.352415,7.8800344,6.6500444,9.392574,14.927609,12.43503,47.169983,11.370112,5.1400433,38.35751,41.86502,16.152515,
168,140.0893354914967,30.161718,3.1875057,3.6900005,4.930006,3.565011,6.847533,5.910035,5.8725424,4.6075315,8.785033,1.2425127,10.960069,3.7150183,4.7475014,3.5650482,12.282662,7.450053,3.8200245,10.797592,3.410016,3.2800093,3.3050241,1.6899853,2.6350145,3.4549885,2.9125328,4.5000257,3.752509,5.227515,12.3150015,83.03497,79.87757,3.5125246,36.782623,27.485155,148.7673,
169,167.07946535078116,30.184555,4.614853,5.9698668,13.109652,9.984737,20.449524,13.584617,16.907053,13.202201,22.54939,1.1849079,24.03936,7.227274,12.827165,9.354736,0,13.70963,8.844742,42.438953,8.139776,5.539809,6.3773346,5.5247784,7.3423195,6.9698086,6.7648,12.809609,8.154739,18.674444,61.059937,36.389114,38.38154,9.757241,89.772484,62.65481,32.23913,
170,74.03148542920977,33.013092,33.478092,33.6707,36.95058,108.4127,71.67255,35.705616,37.255493,32.87561,36.738136,32.21074,35.890423,36.860542,39.172916,35.725475,33.62078,33.975487,85.957214,139.14838,45.91751,36.66546,46.095257,33.15552,41.247818,0,45.37264,39.49283,35.796005,36.540318,97.02722,33.04308,64.4825,96.97102,37.355476,35.31551,34.110657,
172,148.02672884612417,33.54338,18.730015,15.960035,85.297714,65.692474,70.704956,65.63504,57.38748,51.45,87.20031,9.6075115,115.25589,41.710213,44.04523,59.232754,415.95047,94.00255,75.16252,214.42294,27.29999,16.45003,13.127523,22.712593,77.205215,25.285227,26.645178,81.170204,0,71.35022,84.96273,217.655,207.73041,24.297606,153.51291,177.32028,376.28052,
171,148.00902678269557,33.54551,0,0,39.172485,31.304924,157.75755,67.46793,121.9749,54.490654,181.48264,0,253.51048,41.97277,44.397804,59.39779,914.99664,98.150925,31.837498,474.92648,27.940126,0,0,10.477051,33.432602,16.109634,25.25488,37.760242,0,166.05994,183.89993,508.43253,468.3419,19.3623,333.67957,393.1148,853.9129,
173,57.03126990752051,36.293972,13.077484,18.594957,17.369959,26.760094,21.152483,32.430153,25.152615,20.380148,19.902575,14.11743,20.797316,43.037605,140.95296,207.35097,23.632526,170.3292,17.692524,482.39438,20.915237,20.789877,15.819971,0,20.734985,17.772446,19.142458,28.442272,21.46502,19.462547,27.890032,19.732666,18.475008,18.332558,23.405067,32.49001,50.37033,
175,207.01164171037613,39.316032,32.205032,29.842415,71.6756,57.000034,62.79208,65.51744,69.84006,0,72.17514,34.78779,167.45372,70.51507,74.77001,94.977554,112.29718,88.69499,58.55765,145.4078,59.68241,52.04526,191.8582,53.425434,73.98802,60.915833,66.34534,72.470566,71.81282,221.73601,78.148026,90.45958,90.2074,104.85743,97.808365,186.75339,117.25014,
176,266.03587832374234,39.315006,15.830032,14.615076,50.892788,38.972824,53.030495,48.470406,52.995514,40.88539,62.59555,10.747467,117.311775,43.868042,53.61538,58.607876,110.33813,61.81298,38.925316,125.78586,36.82038,27.66514,111.15674,30.517778,50.64028,33.965298,42.815098,51.657883,45.500244,133.62952,62.995453,88.898224,85.590546,78.26781,86.18075,127.75219,103.38834,
177,266.031303559175,39.317,15.970118,14.9876,86.125305,70.07269,99.9028,87.180046,93.07045,115.05302,111.662926,10.162573,60.124264,74.59794,95.984764,135.25314,115.1332,117.62518,69.480576,230.12683,91.12094,26.777964,63.875923,28.723223,118.153404,66.2148,108.708466,91.735115,102.94145,68.70433,60.0889,92.9857,87.15333,158.99799,80.2048,74.03428,102.96912,
174,207.01247467506056,39.317,32.987797,30.717602,68.48642,61.297825,71.80745,70.752716,72.37822,67.28703,74.17358,34.072975,73.50931,74.63576,78.62808,98.76078,241.90298,97.93525,59.99054,153.75645,64.887596,50.335743,92.2585,51.24101,72.813614,53.561356,64.84596,74.06866,70.353516,92.54959,146.3377,99.56778,182.92441,108.138535,188.95116,86.328995,120.758995,
178,73.036138048444,39.599564,19.511456,20.893784,30.483189,26.845922,30.51091,69.04483,26.515944,36.665455,54.997246,25.555777,27.425848,102.54338,153.49706,189.81943,24.291077,142.62973,26.60339,117.556564,35.90053,31.208141,31.378351,26.388433,31.653105,25.18098,70.82437,31.315716,112.83787,34.888,25.97351,23.533604,20.823765,173.13023,26.313454,35.400394,50.002235,
179,73.03558672583078,39.59971,19.511456,20.893784,30.483189,26.845922,58.230247,37.762928,26.515944,75.58515,30.068342,25.555777,55.39501,59.23689,77.4537,94.090034,24.291077,70.1337,26.60339,117.556564,74.389725,31.208141,62.14998,26.388433,70.5142,25.18098,34.370537,31.315716,42.522568,34.888,25.97351,23.533604,20.823765,89.73524,26.313454,35.400394,50.002235,
180,71.05260895440897,39.91857,11.879967,16.000185,16.442623,29.067656,21.285181,65.84736,25.825119,23.395273,22.007534,14.022436,35.970245,89.18724,114.91367,155.51585,18.557587,81.12724,20.057499,734.70514,26.192745,56.493973,15.837488,25.934944,22.889978,18.119774,22.444967,32.17256,24.017323,16.242598,30.152418,23.287695,20.53256,16.649982,24.765047,34.334972,92.0927,
181,71.07654440640468,42.484524,0,0,7.700178,59.020058,18.484869,70.007195,32.067715,12.334738,36.59835,0,58.710278,86.68183,109.435555,141.36195,23.102528,61.79473,16.445393,666.2266,53.24987,50.20102,10.164125,43.472645,26.332981,27.075027,25.32512,43.916447,60.093502,8.115147,32.02096,26.462273,21.184301,5.135433,30.117744,42.85287,106.867004,
182,73.04364706427441,43.224846,30.775146,35.575127,43.322716,80.96631,43.152523,60.762672,41.78255,49.78997,47.11517,42.425056,43.505188,97.54755,115.90509,151.6175,35.44259,105.59755,43.56511,187.25983,68.885185,94.69974,47.417717,41.285156,102.6364,44.160313,54.49253,49.745056,77.22275,113.127625,42.865204,34.135136,31.842695,200.48228,42.07272,64.687645,85.25255,
184,73.0429707868352,43.224987,31.035202,35.99772,43.2402,46.272835,76.23317,118.55699,42.10762,94.38349,85.18139,42.05998,85.36174,98.99286,116.287674,154.62312,35.470097,110.62862,43.840168,186.17708,117.99864,46.449997,47.3327,40.692528,48.482616,42.855034,109.36446,49.942604,135.1514,52.72747,42.545135,34.452705,31.875202,200.50978,41.325058,106.09119,146.09521,
183,73.0430618048424,43.225277,31.015717,36.11818,42.61777,46.69262,44.177696,62.19945,41.967564,53.494606,46.552547,41.267506,41.61271,161.14697,197.02756,278.82498,35.287792,204.81277,43.61259,180.67416,71.674164,45.34986,46.63256,39.82276,47.494965,41.355007,53.354343,49.55463,72.59871,51.064518,42.087578,34.568153,31.82565,317.37955,40.247627,62.914227,85.83334,
185,149.0190857113121,44.373123,0.8001709,0,0,0,0,0,0,0,0,0,0,0,0,0,109.71675,0,0,7.375145,0,0,0,0,0,0,0,0,0,0,0,37.5126,69.78225,0,11.024759,17.655396,113.60437,
186,71.0798903375285,44.538166,0,0,5.329836,51.477573,19.129751,56.171814,32.562553,16.597439,34.958534,0,20.935108,74.08743,84.2746,100.54947,16.902948,51.679916,14.294844,351.88522,26.300207,14.702206,0,12.715042,39.04206,0,18.340078,38.08257,35.367516,6.3799934,36.64,19.874683,18.540228,3.2244587,32.197567,43.607464,79.88893,
188,354.9909322661504,45.895866,6.564213,38.885025,20.341516,24.516293,19.49157,39.261,22.024218,23.136162,27.03641,20.594069,23.814,61.090282,72.32715,101.296524,14.014553,70.269165,18.901657,158.45164,38.14843,18.081753,13.842173,15.021868,21.756546,18.339102,22.199177,24.12641,62.419254,21.533976,28.40385,18.451702,15.5616665,203.09595,22.98403,69.98968,82.873825,
187,73.04518985621336,45.89787,56.220367,68.94789,112.04942,110.3482,67.00007,96.06947,88.878235,117.252815,77.685074,120.657814,108.04802,151.66827,164.89816,208.2071,58.02039,150.2711,127.190834,279.0182,115.16141,74.04746,77.11496,68.77505,108.226715,118.39839,128.9898,80.70471,138.04561,136.20686,109.98136,57.332832,53.038017,417.03528,111.08451,102.80207,113.374245,
189,71.0832019482698,46.287678,0,0,7.974245,25.097036,0,43.607388,27.695484,3.8198452,14.489841,0,20.715553,36.78239,62.754257,50.029835,9.849821,36.617195,12.144976,284.33575,23.952017,0,0,0,18.735231,16.510687,17.855291,35.104507,7.2351265,7.7001762,32.857773,22.10253,10.034815,4.42984,30.392647,35.067688,41.38985,
190,57.04369605132756,46.287724,16.652498,21.152554,22.920132,41.049957,23.30993,49.967712,42.48246,22.872437,46.64733,19.522568,33.312607,59.30501,55.237648,118.566,29.952616,63.38514,24.552538,573.76013,34.59499,21.19252,18.700115,20.355022,41.555412,29.04275,29.512661,43.70755,24.487608,25.555132,46.985157,31.56259,29.477634,20.865078,41.820152,55.89768,93.78274,
191,57.042064376480305,47.83456,16.91765,21.867634,23.802528,35.03016,23.620224,41.602703,35.352516,21.262571,28.940235,19.099894,32.269966,46.70032,45.71013,62.930405,32.680084,51.438194,25.755156,575.156,47.20259,19.48245,19.487503,20.669924,28.427464,28.209875,30.912472,37.2502,25.427494,27.590055,41.829952,33.745167,32.632576,22.79756,40.5075,47.32268,84.37567,
192,354.97511795637956,48.078556,19.24749,44.89981,25.642553,29.567545,25.024956,45.149826,41.497635,27.75981,34.640015,25.825058,33.07522,77.389755,84.892235,106.326866,20.120008,81.87919,35.389664,189.81184,38.824696,21.282663,23.237507,18.99261,28.75504,44.342426,26.567417,26.312551,60.147865,27.525352,34.85008,34.62725,31.082817,404.99655,31.362688,59.602757,61.122417,
194,147.0234992154524,48.081417,21.299778,37.802605,46.929962,50.382553,42.030083,39.982616,29.540012,60.85504,42.25634,40.13686,42.389046,64.88255,69.647446,82.62021,24.48755,62.517464,31.875187,149.03496,40.427517,30.012602,36.020035,27.835173,49.764366,29.540176,53.888966,30.397654,56.942406,52.020023,44.807537,25.012608,24.037485,225.96005,37.84384,45.132687,43.70511,
193,354.9745901994932,48.0787,18.859907,62.26488,24.749863,29.572546,25.925148,69.55209,26.775042,30.19533,34.054893,24.167204,30.719717,113.1238,84.31711,107.3821,20.019987,87.05529,24.252531,187.50134,59.69272,20.0524,22.527355,18.092419,28.187418,21.514801,25.654722,26.250038,54.6942,25.239864,32.674614,26.037518,21.509983,297.10962,29.519794,56.119514,93.11677,
195,59.0168696479582,48.948425,34.57759,38.530037,173.44669,19.950172,255.43651,179.51692,176.276,185.17561,283.8104,17.387648,353.54565,118.10478,128.00272,85.44769,74.47316,122.642075,90.24569,73.55946,103.28235,22.28774,23.52276,15.142654,78.23311,72.10155,111.561005,90.658066,121.43656,48.53559,58.424995,515.3611,505.47314,33.085148,413.41306,479.19037,354.34186,
196,69.0496885477163,49.664726,431.0362,394.7048,851.43964,788.6433,981.10266,988.8092,996.2274,863.71564,1082.4204,269.7671,1026.0188,883.57196,915.5487,655.92084,1334.7786,795.6745,821.51697,1110.5319,833.2972,463.44632,451.60532,435.80807,762.0745,589.175,833.31134,908.1559,1025.2699,841.1707,984.269,1047.9108,982.9178,884.0275,1121.6232,1003.58606,887.00964,
197,354.9844387209697,49.95213,23.059366,52.42201,30.595045,31.369152,29.167341,192.02725,32.54013,28.139011,39.017506,22.825783,38.597744,126.13727,73.22447,104.13896,20.390417,81.78813,29.312574,177.978,34.5698,26.965355,24.47488,11.949905,56.76369,23.583319,33.64504,30.092287,65.01073,51.533867,62.622005,33.107468,29.572527,316.91946,40.29551,217.07814,70.074974,
198,354.9813542343202,49.952847,25.144812,54.28741,57.727364,63.150326,29.86749,107.325195,61.972923,61.489563,64.65941,21.763056,51.451637,128.6378,75.38494,108.03729,18.452503,87.33431,39.094448,184.60942,61.22469,26.580273,24.414867,11.949905,34.920242,55.206806,48.54564,66.33783,64.28807,34.855286,41.63035,33.535057,38.666885,322.40567,65.98318,136.85596,71.155205,
199,221.0161242746303,49.953274,19.312546,52.27752,24.795008,29.952572,21.575272,104.57533,27.117525,27.435081,33.43243,21.110048,34.167538,136.43271,115.203766,107.145386,20.507502,111.924255,25.31488,199.85994,33.355026,24.362473,20.82005,19.935043,31.572567,22.500004,30.71005,26.435074,58.380974,32.700012,35.05014,26.487549,22.5176,353.43533,31.472673,135.66533,93.37709,
200,235.00718390303388,50.52444,4.8025074,3.1174603,4.7225685,4.5575447,5.0799637,4.627527,5.3000374,5.8475037,2.9725304,4.907488,5.6150494,5.385092,6.3150215,6.3499565,5.612545,2.6073093,687.2557,9.824335,663.2629,5.1674347,4.7774887,5.847538,3.2375565,295.34692,678.4051,5.2800407,5.8525085,2.9248009,4.095064,5.5849876,5.009943,5.26256,2.815071,5.6650505,1.9124794,
201,221.01942456464235,51.61757,23.172512,56.764755,27.097517,33.322388,26.66483,63.864532,32.607582,28.322317,37.79241,22.560133,38.352604,91.88415,64.05705,105.96416,19.360638,88.726395,26.26266,178.75876,30.08243,25.627558,22.495087,22.587536,37.867596,26.020212,33.53238,30.42746,83.735306,35.31512,63.04052,32.777443,30.54992,319.21417,61.194824,93.79512,91.01947,
202,221.01751023563756,51.618523,26.051737,95.49404,28.956532,36.758755,29.903912,118.88344,35.111465,33.066406,41.7812,23.336632,40.423683,138.6947,107.43776,175.13057,15.29977,155.47029,27.294128,197.62982,33.011482,26.694054,23.17924,23.436567,39.178814,0,34.33618,32.846394,56.858112,35.458855,47.166058,36.63879,33.386345,328.71283,47.848534,95.559906,138.89603,
203,354.9870139988629,53.14487,46.45025,181.46886,48.947777,59.41767,51.265217,94.505104,60.692696,49.820335,59.46037,39.285194,60.27281,199.1633,74.57522,883.27277,51.445312,943.7058,43.80761,339.32794,53.087845,41.962685,41.37526,42.18522,62.062744,41.83779,51.45533,55.027763,61.972775,49.097607,81.30052,59.745132,55.532837,249.1449,80.04031,167.77284,1084.8634,
205,430.1958119937214,53.46358,13.130648,5.624056,42.085358,42.816517,53.868816,52.28641,58.385376,33.191067,70.80772,3.3844318,94.9417,38.698593,43.90365,0,149.89426,0,30.240837,66.56073,31.898659,8.180122,18.970339,9.634893,38.65262,22.143919,32.010086,40.61592,37.08734,43.687252,116.68935,118.05873,87.54352,38.503212,135.12454,86.40262,0,
204,164.02906075039175,53.467415,13.462082,18.785416,29.927715,31.00502,35.919827,54.27169,2.6346464E-4,24.633928,45.310036,7.1370354,29.408018,27.892397,34.542496,31.974985,69.31261,38.76732,26.9899,48.473923,27.414846,17.492825,18.658297,6.3481426,23.11409,14.310598,28.187588,31.414875,30.38293,35.850418,33.55504,48.028202,71.61716,31.077713,64.79517,63.849945,57.192364,
206,430.1941177826952,53.464516,13.130648,5.624056,53.686882,45.63247,78.505005,54.76755,58.92258,53.7702,97.71756,3.3844318,68.7043,68.656075,45.70516,0,118.873856,0,30.240837,67.69761,34.579685,8.180122,18.970339,8.732889,45.902496,19.243013,30.925682,42.160072,63.36815,53.26506,87.12617,96.68758,89.96219,39.660076,106.414345,83.68662,0,
207,430.19542324613656,53.464184,13.130648,5.624056,39.874954,45.209877,57.97484,68.82927,72.478935,39.967278,68.8224,3.3844318,62.42047,38.267517,44.189835,0,114.265366,0,28.875546,67.46506,35.52739,7.242422,17.750078,6.8474865,37.647522,0,28.440151,41.79249,30.27081,35.520824,81.18489,95.78738,112.785515,34.992718,99.872955,106.013596,0,
208,57.04108189159383,55.57428,23.015104,25.230093,23.24256,32.167786,27.060057,46.697754,32.53769,21.76,29.875143,16.135025,33.69775,44.772697,30.285118,250.11667,35.947647,122.12009,20.387566,116.382965,21.792551,16.58019,17.105076,17.42018,21.190159,22.227596,22.48018,27.697601,21.252636,21.960064,83.36052,57.03273,89.47552,20.31519,92.96052,85.00068,279.7105,
209,396.26454252849084,56.23773,0,0,0,0,0,0,5.7597694,0,14.435091,0,18.95265,0,0,0,41.617535,0,0,26.924887,0,0,0,0,0,0,0,0,0,0,40.62961,34.79751,36.926384,0,37.04247,30.164612,29.384972,
210,231.109283960956,56.241333,0,0,0,0,0,0,0,0,6.354759,0,16.292187,0,0,2.0946484,38.65236,0,0,29.60263,0,0,4.0398083,0,0,1.5897331,3.790062,2.4055138,0,0,27.349226,32.260185,41.254227,0,33.16958,25.184704,23.164965,
211,218.1352484031586,56.90373,39.59006,35.4851,68.5902,109.63531,75.39523,59.585373,85.715324,58.25805,75.55268,36.02762,109.78322,45.170197,63.415016,43.367775,93.68519,62.342762,68.5602,106.80769,101.45482,69.1626,67.17004,115.35014,54.742645,50.814404,71.80747,109.947586,105.73511,106.16007,56.50508,45.875313,81.36049,107.04527,67.404945,47.64272,31.042528,
212,218.13550068530748,56.904575,40.107674,35.99771,111.2398,59.487694,144.19716,61.54329,86.40547,63.55418,127.794525,35.0074,63.399605,46.302944,112.077194,44.578033,161.00758,64.61575,122.94511,201.77963,56.78813,67.10716,65.43467,59.17204,53.974976,0,130.4998,60.017838,100.91908,100.69141,55.27482,47.08557,82.61326,104.92731,65.45203,47.26014,31.447615,
213,218.1366180742603,57.28766,47.0855,33.163013,105.36325,86.155975,102.39478,100.83699,237.82501,0,86.03804,61.179802,65.59511,72.5012,92.71918,102.59396,105.36355,257.17584,220.78249,172.21536,85.343735,213.70712,96.55487,92.294525,75.51512,202.84723,226.71469,84.60599,287.23975,195.80118,40.477745,49.672974,50.092957,244.98422,53.040108,41.38281,19.712914,
214,218.13439493776647,57.29098,48.999977,33.11,184.2603,85.739815,197.4427,191.99557,133.6647,111.226395,146.87473,0,59.517105,76.39248,97.55522,180.38002,103.39732,155.17801,118.347275,175.71759,88.59984,107.17422,86.14686,79.086914,136.36012,0,118.26416,150.6234,0,0,38.117496,52.65022,50.612755,122.62422,47.167305,38.2222,21.354416,
215,218.14193905729496,57.73293,164.8368,136.47076,299.71783,453.8032,626.8193,491.66003,657.2463,0,589.61676,298.0455,477.10675,185.98582,480.8466,188.00024,714.77014,513.1573,569.753,823.7691,466.22552,606.66266,579.5955,286.2695,437.03687,238.49548,578.8886,486.7626,963.3864,975.0536,375.17682,637.16455,184.23538,837.6189,472.21643,307.91263,110.797005,
216,218.14243500600887,57.736656,298.43762,244.66277,280.60217,260.6377,360.8959,278.80835,387.64987,302.78735,326.99054,0,247.1224,337.01093,264.52515,339.02103,394.45303,294.12332,312.87732,461.10532,259.74283,285.18015,298.40738,0,229.90521,0,307.6323,267.57513,0,0,181.24213,276.1882,187.13031,438.99734,239.75252,173.38036,110.15257,
